clean_message,label
lolzzzzz bohot achha aur creative solution banaya hai 100 tumharay huye,Positive
both bhai jaan hospitals develop ker dety new hospitals bana dety caror bandy hospital dala howa pti chawal mari brt or pmln mari metro bus train himain in sab faida nhi bus apni mehnat kamai subsidy haraam krain,Negative
tum pmln ppp jamat lifafa sahafi ha unki jamat me shamil cror lafaz kesy tum abdul qadir ke sath laga rehy hu kesny kaha ha ke cror abdul qadir deye,Negative
bil aakhir wohi hua jo hamesha hota aya hai,Neutral
mujy lagta hy abi isi range me move kre ga,Neutral
simple shreefo talli or court lay gay thek maryam kaho agr usko lgta bajwa ghlat jay court q court civil superiority k alam brdar bnty hen ppp or pmln jaen court,Negative
ulta chor kutwal dantay hassun or hussain campany isreali partner india ke log pay agent inko sharam nahi ager fund case khola sab pehlay ppp or pmln benaqab ge,Negative
laanat ayaz sadiq,Negative
is me shaq hi nahi,Negative
in sha allah pmln aa rhe dobara allah k theek,Positive
sir ap bohat achy hain,Positive
im from india i salute you bro,Positive
chlo jaga pmln b nhi jaga tv a j jhut bolti bysharm orat tumhary bap pasa,Negative
so b jaya kr,Negative
walaikumussalam bht umdagi sey sikhaya aap ney,Positive
allah pak hamsha apne rehmat ke sadky khush rekey amen summa amen,Positive
han na aj to bht sary kiyay,Neutral
u great player ho pak team k nd hmsha rho gy,Positive
sobai wazir saeed ghani media talk,Negative
dia dm,Negative
level hogya,Positive
ya ha,Neutral
brazil ki haar k pechy misbah ki kharab performance hai shoaib akhtar,Negative
bhai g ap pmln join krlo but tickt pir b ni muly ku k udr famly of sharifs ha bs,Negative
akhir jeet sach ki hi hui,Positive
inhein kaamon par unhein kai azazat se bhi nawaza gaya,Positive
punjab take sindh take balochistan take gb take ajk take fata take kpk secret ballot,Negative
maryam nawaz provoke media,Negative
garjna to thk ha bijli girny ka kya matlab,Neutral
iqrar bhai please mujhy apni team my rakh ly,Neutral
asif zardari buhut achi syasat khel rahe hain main aur hamari awam buhut khush hai g a altaf,Positive
anti ko mera shukria kahen,Positive
mujy dukh ho raha ap b maza lein sath,Negative
and pom ka bhi discuss kran,Neutral
okie good night and take care,Positive
awam k pass helicopter ya aeroplane nahi hay safar k leay aap ghareeb hukamerano ki tarha,Negative
mazrat kay saath raoof hasan mazhar abbas iftikh,Negative
waheed murad ki iss gair mamuli maqbulyat key bas baz auqat iska mawazna alewas presley se bhi keya jata hay jo waheed murad se das baras pehley issi shorat ki choti pe pahonch ker achanak maut ki wadi mein kood geya tha,Negative
phr ham sab se apne october wala hisab lia kry ge,Neutral
bhej aroob ko gher uthwany k liye,Neutral
meri raye hai ke shoaib ko kabhi maaf na kiya jaye is per itna jurmana kiya jaye ke ganjha hojaye pakistani crickter mulk ke liye nahin balke pese ke liye khelte hai is liye kehta hun ke shoaib ko dus hazaar do aur ye bhaag jaye ga mera challenge hai,Negative
deekh lo or batao kya samjh ayi,Neutral
good suggestion,Positive
shame at sab saf nazar a ha an sharm karo kea ap kabi marna ha,Negative
lannat aysay lafaz pr lannat tery jasy jahil inker pr,Negative
yar wo zehn se nahi ja rahi ankhein,Negative
june july mein mera result aya tha,Neutral
bohot khob bohot he umda sisila hey umeed hey tmam membaran bar char kar hisa laingay,Positive
jaipur mein bohat barha auditorium tha october ka month tha sardi thin a garmi barha acha mausam tha,Positive
saddaf ahsan ap log aik tu kisi ki personal life per bari juldy attacks kerna shuru ker detayap log biryani kay packet ma khush ho,Negative
umra mai sirf corruption dastaan itni bari library pmln khwab mai bhe nhe deki,Negative
bolyn good night ab,Positive
masla yahi hy tu kuch kehe hi to nahi raha,Negative
or just 1 pic lagaya hy,Neutral
yr tm ny miss kia,Neutral
lora fateh aur tatty bhai in one frame,Negative
kia keh skti mn,Neutral
10 b b na barhao wo b pas he rakho tm log khud bhoky nangy ho apny pay he lag lo wo b,Negative
mjy farq ni prna,Neutral
ur rehman begani shaadi mai abdullah deewana sheikh rasheed today media talk link,Negative
jab daily 5 target tha me all portfolio se buy kia wo sell na ho mera portfolio almost dead ho chala tha shukr tha coins pump dump wala tha uper agya equal equal pr mushkil se sell hwa or 5 ud gya tab se ab tk toba meri,Negative
murs farooqe khn gi teri mursi,Neutral
as salamalaykum wa rahmat allah hi wa baraka tu meri pcb se guzarish hai k woh jo pleyer i c l main khel rahe teh un ko qoumi team main chance dena chahiye kyon ke woh sare larke abhi theek thak khel rahen hain aur muhammed yusuf ko captain banay aur shahid afridi ko open bhejen inshallah pakistani team achcha perform karegi,Positive
g app bhashan sun liya apni harkat pr tmhe sharmindgi nhi hoi kia delete kro or maafi maangoooo,Negative
president putin ko maghrabi zarae iblaagh ne nae russia ka czar ka khitaab diya hai guzre waqton mein russia ke badshahon ko czar kaha jata tha,Positive
ufff sanam baloch kitna bolti hai hamza aur uss ki ammi ko bolnay hi nahin deti morning shows ki taman hosts ko aik hi beemari hoti hai bak bak kernay ki bus khud hi bolay jao mehmaan se sawal kero jawab poora honay se pehlay baat kaat ker phir wohi ter ter ter shroo kerdo show complete nahin hai end ka part missing hai ab kisi aur website per jaa ker dekhna parega remaining part,Negative
ye dkh ki baat ho rhi ha,Negative
uncle iqama renew nahe hypocrites,Negative
bekaar hain,Negative
na ana chahti pora,Neutral
ameen jiti raho,Positive
allah magfirat fermaemis you nazia hassan,Neutral
tahum koshishon ke bad producer john g avid son ne is film ke liye sarmayakari par aamadgi zahir kar di aur director robert karloff ne is ki direction dene ki haami bhar li,Positive
buhat he fazool total waqt ka zya,Negative
bhai app great ho,Positive
aur express walo k neend kharab,Negative
phatay galay kay saath saath rania ki herkatein bhi bari annoying hain,Negative
malala yousafzai ko tashweshnak halat mein pishawar hospital laya gaya kuch dinon bad behtar ilaj ke leye rawalpindi laya gaya,Negative
no change,Neutral
nahi pdm hoghi,Negative
mangla awam haqomat saaf pani faraham krnay apeal roze namcha feb rozenews,Negative
karachi main target killing ki zimedar sirf or sirf mqm hai mai pehle khud is tanzeem se munsalik tha lekin jab in ki policy ka mujhe pata chala to main foran in se alag ho gya ye 1 dehshat gard tanzeem hai ramzan k ba barkat maheeney main ye log gharo se zakat or fitra k naam per zaberdasti payse wasool karte hain karachi se mqm ka safaya hona chaye ye log karachi main pukhtoon ko taliban k naam per maar rahe hain in ko kisi soorat maaf nahi karna chaye,Negative
nai wo shark k pass nai hota,Neutral
tera thokooo marzi talaak yafta orat,Negative
aadhay ghantay me light nahi aai jin ki light thi woh bhi chali gayi,Negative
on hota ha phir ase ho jata ha 2minr bad,Negative
ap sab in sha allah duaon main shamil hain,Positive
salute sir,Positive
yar ducky bhai kya baat hai aap jesi funny video to koi bhai nahi bana sakta aap ki to baat hi alag hai aap ki ami bohot cute hai and aroob aapi is very beautiful from outside as very as inside or ducky bhai aap bhai bohot handsome hai,Positive
g bilkul ap thek or sach kah rahy ye bat mulana shb or pmln walo smj ku ni a rhi,Negative
iqrar ul hassan ap ko allah boht lmbi zindagi dy boht himmat wla kaam hai jo ap krty hai allah ap ko salamat rkhy,Positive
inshallah yar ye relatives bahut gnde hote,Negative
khushi sy dil bagh baagh ho gya mazrat ki zarorat ni exams k liye best of luck,Positive
me sab sy phely narrative pakro ga ky agla kon sa hy un ke 5 coin ache loga phir isi tara next next,Neutral
bht bht shukriya g khush rahain hamesha,Positive
jitny haqeem ko deta hy,Neutral
iftekhar nay acha amal kar k apna qad aor zyadah kar liya,Positive
bas yaar tum dono k saath reh k mein bhi aisi hogae hu,Negative
lumie thl ha,Negative
abhi to bed pr guzar raha,Neutral
ganja sir hi khujata rahe ga corruption ka ilawa,Negative
or mzy ho rhy function pr,Positive
hukomat se tajir biradri k muzakrat nakam,Negative
bhi bndy ky pass time nhi b hota time ho to laptop nhi hota course mene b abi tak nhi deekha shayad ap samjhein me master kr liya hoga,Negative
army chief peshawar pouch gaye,Neutral
yar random mein accuracy zayada ayi,Positive
mian qadeer with mirza javed sab mpa pmln,Neutral
naya sticker hy na,Neutral
matlab app bara dehan data ajkal in cheezon pa,Negative
happy diwali mna kheeal das kohistani sir,Neutral
ma ne jo result nikala ha k khud khary ho jao inn k khilaf,Positive
uthate huwe gir rahi hain aor girte girte pic nikali gayi hai itny fazool,Negative
pr aisa hai nahi,Neutral
acha oil he aur good delivery timing,Positive
yeh tubache mante hi nahi wo kehte haen sirf maan ka kirdar hi hae,Neutral
ya special mngwai thi mn baba sy,Neutral
ana hy tuny b,Neutral
ab yaqinan unhe universities ki websites dhundne me koi diqqat paish nahi aegi,Negative
lakin naseeeb bs mera,Negative
aj b rhny dety parso bata dety shyd or pump ho jay,Positive
bs whi ha,Neutral
ye sab intiqami siasiat ha kisi ko ticket na mily to wo isy targa kerta ha,Negative
konsa pattern hia,Neutral
karachi tajir ittihad kal hartal karay ga,Negative
khawaja sahab zinda bad,Negative
paa naa maa leak kho band karo paa jaa maa gila hoo bahia,Negative
bhaio khud socho sms hmari new nasal ko barbaad kr rha hai har larka larki sms pe laga hai or jinho nai no diya hai wo khud jntai hai unho nai q no diya hai,Negative
pakistani afwaj ke leye banai gai aap ki tasweer 賭easar ul hindko behad pazirai mili aur ye tasweer aap ne pakistani army ke liye teen martaba taiyar ki,Positive
fir mra moonh tw gya smjhun m,Negative
han bhai,Neutral
harami mrrain aik dlla or harami paida hey b muhallay kee mded,Negative
neend ari hy soti hu mn,Neutral
how ugly facts of our society,Negative
pom or oop ky ilawa,Neutral
ek sy hi pyar hua ab tk,Positive
pti dar election agy ly ku ky pti patahai haar jai iss lia delay election daska,Negative
chhoro yar janey do aap dear qureshi keh dia kia behas kren piaron izzat krte mohabbat krte,Negative
brothers ye mobile me ne lia he dabba pack 13800 ka he ye mobile bekar he iska touch system bilkul fazool he,Negative
bht weak ho logo ko,Negative
ye galat hy,Negative
ap dost thy ya dushman ap husband hain ya sarak py khray cahba farosh,Negative
watan wapis aa kar aap ne calcutta mein wakalat shuru ki aur siyasat mein amli hissa lena shuru kar diya,Positive
dekha jae gujranwala aj b pmln he ghr ha sir,Positive
hm to ya baat ha,Neutral
sports cars lain gy,Positive
han han jamhoriat h,Neutral
tag iqra kindly,Neutral
aleena aur daniyaal dono hi bewaqoof hain,Negative
iss ka bad melbrane test mein pakistan ne aik inning mein 500 runs banaye aur match jeet liya,Positive
me poch rha apke pas candle king ka jo mmc hai uske phases hai,Neutral
lolzzzzzzzzzzz hahahhaha tell me dear k males ki bar ye five fingers equal kyun ho jati hain lolzz,Neutral
baldi me koi na khushgawar waqiya pesh nahi aya,Negative
aaj kaa faisla halali aur ghair haslali honay kaa faisla hogaa judges ke wastay,Negative
ussay bata do keh ammaan thori hai msg for news from lovers,Neutral
baki me kal kru ga aj to setup bnaya ha,Neutral
person se rabta nahi hua,Negative
bary hathon wla,Neutral
duck bhai you are very good vlog i really like your vlog,Positive
mere pas waqt nahi hai un logon se nafrat kerne ka jo muj se nafrat kerte hain kyun k main masruuf rehta hoon un logon main jo muj se muhabbat kerte hain,Negative
sir gee app kiss ku samja ju banda pti loan kha dafa ha previous loan utra hur pmln loan ju multiple purpose leha use ku ghalat kha ha samaj jaio jahil ha,Negative
mera beta k junidice hogyia ha dua pl,Positive
vote for ducky funny,Neutral
jab tak latoon kai bhoot latoon kai bajaye batoon sai manney ka faisla nahi kar laitey,Negative
salam pakistan plz itna zulm hum ninth walo ke saath na karen aik to books barha dii uper se yeh plzz kuch to rehm karen hum per plzz for god sake board waloo se guzarish hai hamain sukoon se jene dee aur zulm nh seh sakte aik to chemistry aur bio ki books barha dii practicals barha diye aur kia paperz sath lena chate hain,Negative
aey hanu aey,Neutral
ak to tharki bhi emerson ma sasty hain,Negative
waqiye kuch dino say aap ki taraf say musalsal behtareen sharing aa rahi hain,Positive
hahahaha wo abhi tk jehad kr raha he,Positive
pakistan zindabad love you pakistan,Positive
oye tukry waala haha,Neutral
her shakh pe kameena baitha he tum kit ney kameenay marogay,Negative
phir woh dajjaala pirni qabees imran ko ghair allah ko sajdah kar wa ti hey,Negative
double buttom,Neutral
mza ana,Positive
kaash yeh hamare hukamrano ko bhi samajh aa jae aur adlia ko bhi allah hum sab per raham farmae aameen,Positive
meri eth nd xrp k sath achi bn rhi aj nd kl din m 6 trade hit rhi mashallah,Positive
i just noticed one thing that he was wearing kurta while he was going to be buriedthere was no kuffun,Negative
lollll yaar pmln tabah deh,Negative
in ki zehanat aur bawaqar andaaz ka aiteraaf ben ul aqwami satah par kiya gaya lekin in ke hawale se kya yeh baat hairat angaiz aur dilchasp nahi ke siyah farm jungjoo shehzadi ne sari umer shadi is liye nahi ke wo zaati zindagi mein baaz to hamaat ka shikaar thin,Positive
well i just say that koi hamery quaid ka moqabla nhi kar skta hai aisa azeem leader abhi tak duniya mai dobara peda hi nahi hova hai,Positive
beshak allah pak waldain ko salam rakhy ameen,Positive
kl kia khila rha phir,Neutral
is dump ko me dump nhi manta,Positive
den martin ke sath kaam karne ke dauran jerry lewis ne singing ki taraf bhi tawajja di aur 1950 mein in ka gaya hua song rock a bye your baby bohat famous hua,Neutral
zrori to ni conda ka environment chloa,Neutral
karachi kay fasadat kay dauran hi altaf person nay sindh kay dusray shahron kay jahan mahajir bakasrat abad thay wasi dauray kiye aur mqm kay leye akhlaqi hamaiat hasil ki,Neutral
aala d d,Neutral
agr ap smc sekh rhy ha to whi sekho usi ki base pr trades lo agr ap ksi or ko dekh kr uska method apply krny lag jao ge to ap isi tra bhatakty raho ge,Neutral
amy way jo bhi ho apko meri sharing pasand aai yeh bohat he,Positive
heartless is sense ma ky kbhi ksi lrki sy pyar ni hua tha,Negative
baqaida funni career ka aaghaz all india radio delhi se kiya,Neutral
shahrukh khan ke sath aik bar phir tv series wala muamla hua,Neutral
zardari sahab inshallah kuch na kuch kerengay inshallah peoples party awam ko mayus nai honay de gi keun k yeh mohtarma ki party haihum ache party han,Positive
well say mgr logo aqal pay peday pery jesa k quran kehta k un k dilo pay moharay laga di haq dekh skty or sun skty or log zalimo mei or anqreeb inka anjam sari duniya dekh go hell pti pmln ppp,Negative
mashallha khuda hamesha khush rakhy apko,Positive
mgr aj burma men musalmano ka qatleaam300 masajid band krdi gayintarawih o quran parhne or sunne pr pabandi80000 musalmano ko qatal krdia gya,Negative
log pdm kay jalsah aa nahi rehey dehari laey rehey pmln amp ppp murdah chukee agar log inkay jalson aatey bhagora beemari drama karkay london jootey nah kha,Negative
isay khtay hain real or sincere politics,Positive
allah karay keh pti pmln pdm ikhtiyarat hasil karnay kay liyay itna lamba intizar taweel judae bardasht karna paray,Negative
yeh in ki pehli shadi thi jis se in ka aik beta bhi hai,Neutral
iss mulk ko kab tak khaou gay railway bhee naqsaan ma yeh awam k sath zulm hai ka train band ker do,Negative
wa alikum asslam bohat bohat congrts to tmam team,Positive
mera bi bana howa ha 364250 ke area me,Neutral
bs aisae hee shughal mela lgatae raho,Neutral
allah pak seht wali zindgi dy ameen,Positive
or ye langs use hoti us mn,Neutral
kiya bakwas hai hamare pakistan me aisa nahi hota yar kam karne walay bohot ache hai lakin darama bulkol kartoon hai bakwas hao,Negative
